itemid,name,topicid,TopicName,comment,yes,no,voteSum,scores,death_confirmed,emotionality,intentionality,species
16375,Bad Times At El Royale,189,an animal dies,Kid shoots a bird near the end.,1,0,4,,yes,2,deliberate,bird
16382,Nymphomaniac: Vol. I,153,a dog dies,"Note: There are two versions of this movie; the abridged version is 90 minutes shorter than the director's cut. You should take this into consideration, as there's no way of knowing which version people's answers/comments are based on unless they specify it in the comments.",0,1,2,,ambiguous,NA,NA,NA
16407,Venom,153,a dog dies,"Though a dog is taken over by one of the symbiotes, there is no implication that it was killed",0,1,20,,no,NA,NA,NA
16407,Venom,186,a cat dies,A cat is shown on screen at the start of the movie but nothing happens to him :),0,1,34,,no,NA,NA,NA
16407,Venom,189,an animal dies,Eels and lobsters are eaten alive,1,0,22,,yes,2,deliberate,eel; lobster
16410,The Sisters Brothers,189,an animal dies,"We see the body of a bear, which was shot and killed. A large spider is accidentally swallowed. Multiple dead fish and birds are depicted on the bank of a contaminated stretch of river.",1,0,2,,yes,2,deliberate,bear; spider; fish; bird
16417,The Good Girl,153,a dog dies,No dogs,0,1,1,,no,NA,NA,NA
16433,White Boy Rick,189,an animal dies,Rats are shot and blood splatters,1,0,3,,yes,3,deliberate,rat
16479,Apostle,153,a dog dies,"Near beginning on the boat a lamb or calf is throw off into the sea and left. You hear it crying. Quite sad and unexpected.
At 0:36 a new born lamb is born disfigured and is dumped in a bucket to die.
At 1:52 a rabbit is killed.",0,1,1,,no,NA,NA,NA
16479,Apostle,189,an animal dies,Two sheeps die and a rabbit. First in the beginning on the boat then when the sheep is giving birth then towards the end a rabbit dies.,1,0,7,,yes,3,ambiguous,sheep; rabbit
16522,Halloween,153,a dog dies,A dog is strangled.,1,0,21,,yes,4,deliberate,dog
16558,Bohemian Rhapsody,153,a dog dies,Multiple cats appear throughout the film but none are ever put in any danger. Chickens also appear and nothing happens to them.,0,1,3,,no,NA,NA,NA
16558,Bohemian Rhapsody,186,a cat dies,"Multiple cats appear, none are harmed.",0,1,3,,no,NA,NA,NA
16559,The Witches of Eastwick,153,a dog dies,Cute pet dog in it who seems very happy,0,1,2,,ambiguous,NA,NA,dog
16560,Ninja Scroll,153,a dog dies,There is a dead dog whose blood is used as bait.,1,0,2,,yes,2,ambiguous,dog
16622,The House That Jack Built,189,an animal dies,"A duckling is mutilated with a pair of pliers and placed back into the water to drown. PETA has confirmed only special effects were used for the scene, and has defended the scene as an accurate depiction of the animal cruelty performed by young serial killers.",1,0,24,,yes,5,deliberate,duck
16664,I Kill Giants,153,a dog dies,Mention of a dog being run over but nothing is seen,0,1,3,,ambiguous,2,accidental,dog
16664,I Kill Giants,189,an animal dies,"Dead, half eaten deer, one dead rat.",1,0,3,,yes,2,ambiguous,deer; rat
16688,Holes,189,an animal dies,the racists killed mary lou the onion loving donkey :(,1,0,5,,yes,4,deliberate,donkey
16708,Death Becomes Her,153,a dog dies,"There are guard dogs, but no harm comes to them.",0,1,1,,no,NA,NA,NA
16726,Fantastic Beasts the Crimes of Grindelwald,189,an animal dies,"I'm really not sure if the animal dies. In the beginning there is a little animal named Antonia, she is a Chupacabra and the pet of Grindelwald. While Grindelwald is escaping in a flying carriage Antonia crawls on him and purrs (clearly she loves him). He holds her and says she's too needy and throws her out the window. It was infuriating and ruined the entire movie for me. For a series about the love and care of animals I cannot believe that we started with the brutal and cruel treatment of one. We don't find out what happens to her. We can only hope she lives.",0,1,9,,ambiguous,4,deliberate,Chupacabra
16739,The Nightmare Before Christmas,153,a dog dies,Jack's dog Zero is a ghost. But he starts out as a ghost and we don't ever see him harmed.,0,1,28,,no,NA,NA,NA
16739,The Nightmare Before Christmas,186,a cat dies,"A cat is launched from the lid of a trash can, but it survives and is seen again in later scenes.",0,1,9,,no,NA,NA,NA
16739,The Nightmare Before Christmas,189,an animal dies,A caged cartoon insect/grasshopper is eaten by the movie's villian. A quick close up on the cage afterwards shows some green slime (presumably guts) in the cage.,1,0,9,,yes,2,deliberate,insect/grasshopper
16744,The Tree of Life,186,a cat dies,"Many cats in this film, all treated well",0,1,1,,no,NA,NA,NA
16744,The Tree of Life,189,an animal dies,"A frog is attached to a bottle rocket, its death isn't shown, but a logical result.",1,0,3,,ambiguous,1,deliberate,frog
16753,The Holiday,153,a dog dies,There is a cute little dog in the movie.  He is never in danger.,0,1,1,,no,NA,NA,NA
16761,The Ballad of Buster Scruggs,153,a dog dies,"A dog is intended to be put down solely because a group of travelers complains about his barking. A character takes him to shoot him offscreen, but explains that he missed every shot and the dog reappears later in the story, alive and well. Although he doesn't die, it might be upsetting to some viewers to hear his euthanization being discussed so casually and over a matter as trivial as barking.",0,1,3,,no,NA,NA,NA
16761,The Ballad of Buster Scruggs,189,an animal dies,A horse is mercy killed.,1,0,1,,yes,4,deliberate,horse
16768,Rebel Without a Cause,153,a dog dies,there is a reference to a character shooting puppies but the act is not shown,1,0,7,,ambiguous,2,deliberate,dog
16772,The Edge,189,an animal dies,A bear dies (by impalement),1,0,1,,yes,3,ambiguous,bear
16801,Puss in Boots,186,a cat dies,"No, but they certainly are in danger a lot of the time. ... If you have a problem with seeing cats, you should know that the ones in this movie (and in some scenes there are many) look pretty realistic, and some of them behave very realistically as well.",0,1,1,,no,NA,NA,NA
16835,The Man Who Fell to Earth,189,an animal dies,around an hour in an animal is shown being eaten by another animal,1,0,2,,yes,2,accidental,unknown
16845,Instant Family,153,a dog dies,"The family dog - Meatball, is not harmed in anyway throughout the movie :)",0,1,3,,no,NA,NA,NA
16867,The Andromeda Strain,189,an animal dies,Vultures are killed by gas. A cat is shown dead. A rhesus monkey and several rats are killed in experiments.,1,0,2,,yes,2,deliberate,vulture; cat; rhesus monkey; rat
16868,The Mule,186,a cat dies,There is literally not a single cat in this movie... not sure why so many people said yes.,0,1,3,,no,NA,NA,NA
16891,Bird Box,153,a dog dies,"People in here seem slightly confused. This is the section of the Bird Box book, not the movie. The dog does not appear at all in the movie, but in the book there is a dog that is affected by the creatures and dies.",1,0,17,,ambiguous,NA,NA,NA
16891,Bird Box,189,an animal dies,The birds all survive.,0,1,16,,no,NA,NA,NA
16919,The Favourite,189,an animal dies,"I want to reply to the rabbit comment. Emma Stone's character squishes a bunny with her shoe, but the bunny does not die.  He hops off, a bit shaken at first, but ultimately ok. Birds are shot and killed as target practice. Someone tosses the birds into the air and Emma Stone and Rachel Weiss shoot at them.",1,0,21,,yes,2,deliberate,bird
16923,Kids,186,a cat dies,A cat is kicked but runs off.,1,0,2,,no,NA,NA,NA
16939,Ichi the Killer,153,a dog dies,mentions of strangling a dog,1,0,7,,ambiguous,3,deliberate,dog
16968,Ben Is Back,153,a dog dies,A drug dealer steals the dog but they recover him and he’s fine . Thank god !,1,0,5,,no,NA,NA,NA
16968,Ben Is Back,186,a cat dies,"There are no cats in this movie.

",0,1,3,,no,NA,NA,NA
17013,What About Bob,189,an animal dies,The fish Gil is left in the house when it blows up.,1,0,1,,ambiguous,2,accidental,fish
17042,The Clovehitch Killer,189,an animal dies,Dead raccoon in the bandage room,1,0,3,,ambiguous,1,ambiguous,raccoon
17057,The Lost Weekend,189,an animal dies,"In Don's mind, a bat kills a mouse in the hole on the wall.",1,0,2,,ambiguous,2,deliberate,mouse
17063,On the Waterfront,189,an animal dies,a pigeon is killed and the body is thrown,1,0,1,,yes,2,deliberate,pigeon
17066,The Night of the Hunter,186,a cat dies,"No although unclear what happens to the cat, it seems to startle a man and he gets shot",0,1,1,,no,NA,NA,NA
17066,The Night of the Hunter,189,an animal dies,"Uncle Birdie and John go fishing. They catch a fish and Uncle Birdie yanks it into the boat in one quick motion and then beats it to death. You never actually see a live fish, whatever he yanks into the boat is fish shaped but seen so briefly it could be anything and you don’t see the “fish” being hit, just the actor going through the motions. Later, you see an owl in a tree and a rabbit below. The owl swoops down and while you don’t see anything, there are some awful squeaking noises. Then later, a cat makes a very angry sound, though you don’t know if anything actually happened to it or not as you don’t see what occurred or the cat either way after.",1,0,5,,ambiguous,2,ambiguous,fish; rabbit; cat
17079,The Beach,189,an animal dies,A shark is stabbed and dies,1,0,2,,yes,2,deliberate,shark
17102,Welcome to Marwen,153,a dog dies,There's no dog.,0,1,1,,no,NA,NA,NA
17102,Welcome to Marwen,186,a cat dies,There's no cat.,0,1,1,,no,NA,NA,NA
17126,Vice,153,a dog dies,unclear. dogs are seen in the street before a car explodes.,1,0,1,,ambiguous,3,accidental,dog
17223,Signs,153,a dog dies,"Neither dog deaths are shown. The first one we see the already dead dog’s body with a bbq fork sticking from the neck (it’s not a malicious or cruel reason), & the second is heard (I just mute the tv because the sound is terrible).",1,0,31,,yes,3,ambiguous,dog
17223,Signs,189,an animal dies,Dialog mentions a newscast reporting a bird being killed after striking an invisible spacecraft.,1,0,5,,yes,2,accidental,bird
17228,Aquaman,153,a dog dies,"Aquaman’s dog inexplicably disappears when he becomes an adult, though.",0,1,1,,ambiguous,NA,NA,dog
17228,Aquaman,189,an animal dies,"A goldfish is eaten in the first scene, and there is a moment when animals are shown being killed by the affect of humans (harpooned whales, choking turtles from pollution, etc). Numerous marine animals also die in the underwater battles (which there are a lot of)",1,0,7,,yes,3,ambiguous,fish; whale; turtle
17233,"4 Months, 3 Weeks and 2 Days",186,a cat dies,No. There are two kittens in this movie and they are safe! It seems several people have been trolling by voting yes for everything for some reason.,0,1,1,,no,NA,NA,NA
17255,Willow,153,a dog dies,"There are dog-like monsters that die, but not necessarily a dog.",0,1,5,,no,NA,NA,NA
17255,Willow,186,a cat dies,There's a cat in one scene. No harm comes to it.,0,1,2,,no,NA,NA,NA
17255,Willow,189,an animal dies,"Dogs, trolls, and a weird two-headed creature which is probably not intended to be a dragon.",1,0,3,,ambiguous,NA,NA,NA
17302,Spider-Man 2,153,a dog dies,"One dog is shown, nothing happens to the dog and there is no peril in any way.",0,1,1,,no,NA,NA,NA
17302,Spider-Man 2,186,a cat dies,No cats,0,1,1,,no,NA,NA,NA
17303,Spider-Man: Homecoming,186,a cat dies,"Peter pets a cat in a deli. The deli is blown up but afterwards Peter is shown holding the unharmed cat. 

Some seagulls are perched on the Washington Monument. They fly away unharmed.",0,1,8,,no,NA,NA,NA
17309,Titan A.E.,189,an animal dies,We can assume countless animal species were wiped out off-screen when Earth is obliterated in the film's opening.,1,0,2,,ambiguous,1,ambiguous,unknown
17344,Mr. Nobody,189,an animal dies,At one point a CGI bird is hit by a car.,1,0,1,,ambiguous,2,accidental,bird
17348,Arctic,189,an animal dies,The main character catches and eats fish.,1,0,4,,yes,1,deliberate,fish
17355,Polar,153,a dog dies,"Yes, and there needs to be a new rule in movies where no dogs shall die because honestly they keep getting cuter and Netflix just keeps killing them off. Luckily however the movie doesn't give you much time to become attached to the dog",1,0,17,,yes,2,ambiguous,dog
17355,Polar,189,an animal dies,"A bird gets shot through in the beginning of the movie, as the camera follows the bullet, when a character is sniping someone from afar -- it happens very fast.",1,0,3,,ambiguous,1,accidental,bird
17376,"Extremely Wicked, Shockingly Evil and Vile",153,a dog dies,Why do 13 people say a dog does die? And 1 says abused? Of the 13 who said yes why did you say yes?,1,0,5,,ambiguous,NA,NA,NA
17387,The Whole Truth,186,a cat dies,The cat is accidentally poisoned but what is shown is a high quality photo of a cat just resting with a pool of fake blood. The above comment was unwarranted and xenophobic.,1,0,2,,yes,2,accidental,cat
17387,The Whole Truth,189,an animal dies,"A dead, poisoned cat is shown on screen briefly.",1,0,2,,yes,2,ambiguous,cat
17420,"I'm a Cyborg, But That's Ok",186,a cat dies,"No cats die, but childrens book-esque illustrations of cats being killed are shown",0,1,5,,no,NA,NA,NA
17441,The Guernsey Literary & Potato Peel Pie Society,189,an animal dies,Roast pig,1,0,1,,ambiguous,1,deliberate,pig
17444,The Birds,153,a dog dies,"No dog death, there is literally not a single dog in this film.",0,1,2,,no,NA,NA,NA
17444,The Birds,189,an animal dies,Several birds die.,1,0,4,,yes,2,ambiguous,bird
17456,Rope,189,an animal dies,"They tell a story about a chicken being killed, but it is not seen onscreen.",0,1,8,,yes,2,deliberate,chicken
17497,The Grinch,153,a dog dies,max is safe :),0,1,4,,no,NA,NA,NA
17513,Walk the Line,153,a dog dies,a dog appears early on but is unharmed,0,1,4,,no,NA,NA,NA
17548,Alive,153,a dog dies,there are no dogs,0,1,1,,no,NA,NA,NA
